cohort_month,cohort_customers,months_since_first,active_customers,retention_pct
2022-10-01,207,40,1,0.48
2022-10-01,207,41,1,0.48
2022-10-01,207,42,1,0.48
2022-10-01,207,43,1,0.48
2022-10-01,207,45,1,0.48
2022-11-01,205,0,205,100.0
2022-11-01,205,1,9,4.39
2022-11-01,205,3,2,0.98
2022-11-01,205,8,3,1.46
2022-11-01,205,9,1,0.49
2022-11-01,205,13,1,0.49
2022-11-01,205,14,1,0.49
2022-11-01,205,15,3,1.46
2022-11-01,205,19,1,0.49
2022-11-01,205,20,1,0.49
2022-11-01,205,23,1,0.49
2022-11-01,205,24,3,1.46
2022-11-01,205,28,1,0.49
2022-11-01,205,29,1,0.49
2022-11-01,205,30,3,1.46
2022-11-01,205,32,2,0.98
2022-11-01,205,40,4,1.95
2022-11-01,205,41,2,0.98
2022-11-01,205,42,4,1.95
2022-11-01,205,43,1,0.49
2022-11-01,205,44,2,0.98
2022-12-01,205,0,205,100.0
2022-12-01,205,1,4,1.95
2022-12-01,205,2,1,0.49
2022-12-01,205,5,2,0.98
2022-12-01,205,6,1,0.49
2022-12-01,205,7,1,0.49
2022-12-01,205,8,1,0.49
2022-12-01,205,9,4,1.95
2022-12-01,205,12,1,0.49
2022-12-01,205,13,1,0.49
2022-12-01,205,14,1,0.49
2022-12-01,205,16,1,0.49
2022-12-01,205,19,1,0.49
2022-12-01,205,20,1,0.49
2022-12-01,205,21,1,0.49
2022-12-01,205,22,1,0.49
2022-12-01,205,23,1,0.49
2022-12-01,205,24,1,0.49
2022-12-01,205,26,1,0.49
2022-12-01,205,28,2,0.98
2022-12-01,205,30,1,0.49
2022-12-01,205,33,1,0.49
2022-12-01,205,35,1,0.49
2022-12-01,205,37,2,0.98
2022-12-01,205,40,1,0.49
2022-12-01,205,41,3,1.46
2022-12-01,205,42,1,0.49
2022-12-01,205,44,1,0.49
2023-01-01,253,0,253,100.0
2023-01-01,253,1,5,1.98
2023-01-01,253,2,2,0.79
2023-01-01,253,4,1,0.4
2023-01-01,253,5,1,0.4
2023-01-01,253,6,1,0.4
2023-01-01,253,8,2,0.79
2023-01-01,253,9,3,1.19
2023-01-01,253,10,1,0.4
2023-01-01,253,11,1,0.4
2023-01-01,253,12,1,0.4
2023-01-01,253,13,1,0.4
2023-01-01,253,18,1,0.4
2023-01-01,253,22,1,0.4
2023-01-01,253,25,2,0.79
2023-01-01,253,26,1,0.4
2023-01-01,253,27,1,0.4
2023-01-01,253,28,1,0.4
2023-01-01,253,29,1,0.4
2023-01-01,253,30,1,0.4
2023-01-01,253,32,1,0.4
2023-01-01,253,34,1,0.4
2023-01-01,253,36,1,0.4
2023-01-01,253,37,1,0.4
2023-01-01,253,38,1,0.4
2023-01-01,253,39,1,0.4
2023-01-01,253,40,1,0.4
2023-01-01,253,42,3,1.19
2023-02-01,234,0,234,100.0
2023-02-01,234,1,3,1.28
2023-02-01,234,3,2,0.85
2023-02-01,234,4,2,0.85
2023-02-01,234,5,1,0.43
2023-02-01,234,6,2,0.85
2023-02-01,234,7,1,0.43
2023-02-01,234,8,1,0.43
2023-02-01,234,9,1,0.43
2023-02-01,234,12,1,0.43
2023-02-01,234,13,1,0.43
2023-02-01,234,14,2,0.85
2023-02-01,234,16,1,0.43
2023-02-01,234,17,2,0.85
2023-02-01,234,18,1,0.43
2023-02-01,234,19,1,0.43
2023-02-01,234,21,1,0.43
2023-02-01,234,23,1,0.43
2023-02-01,234,24,2,0.85
2023-02-01,234,25,1,0.43
2023-02-01,234,26,1,0.43
2023-02-01,234,27,2,0.85
2023-02-01,234,28,1,0.43
2023-02-01,234,29,2,0.85
2023-02-01,234,30,1,0.43
2023-02-01,234,33,1,0.43
2023-02-01,234,34,1,0.43
2023-02-01,234,38,2,0.85
2023-02-01,234,40,1,0.43
2023-02-01,234,41,1,0.43
2023-02-01,234,42,1,0.43
2023-03-01,254,0,254,100.0
2023-03-01,254,1,7,2.76
2023-03-01,254,3,2,0.79
2023-03-01,254,4,2,0.79
2023-03-01,254,5,2,0.79
2023-03-01,254,6,2,0.79
2023-03-01,254,7,1,0.39
2023-03-01,254,10,1,0.39
2023-03-01,254,11,1,0.39
2023-03-01,254,12,1,0.39
2023-03-01,254,13,1,0.39
2023-03-01,254,14,1,0.39
2023-03-01,254,16,2,0.79
2023-03-01,254,17,1,0.39
2023-03-01,254,18,1,0.39
2023-03-01,254,19,2,0.79
2023-03-01,254,20,2,0.79
2023-03-01,254,21,1,0.39
2023-03-01,254,22,1,0.39
2023-03-01,254,23,1,0.39
2023-03-01,254,24,1,0.39
2023-03-01,254,25,1,0.39
2023-03-01,254,27,1,0.39
2023-03-01,254,28,1,0.39
2023-03-01,254,31,1,0.39
2023-03-01,254,32,1,0.39
2023-03-01,254,33,1,0.39
2023-03-01,254,35,2,0.79
2023-03-01,254,36,1,0.39
2023-03-01,254,38,1,0.39
2023-03-01,254,39,2,0.79
2023-03-01,254,40,2,0.79
2023-03-01,254,41,4,1.57
2023-04-01,234,0,234,100.0
2023-04-01,234,1,6,2.56
2023-04-01,234,2,1,0.43
2023-04-01,234,6,1,0.43
2023-04-01,234,7,2,0.85
2023-04-01,234,8,1,0.43
2023-04-01,234,11,2,0.85
2023-04-01,234,19,3,1.28
2023-04-01,234,20,3,1.28
2023-04-01,234,21,1,0.43
2023-04-01,234,22,1,0.43
2023-04-01,234,23,1,0.43
2023-04-01,234,24,3,1.28
2023-04-01,234,25,3,1.28
2023-04-01,234,26,2,0.85
2023-04-01,234,27,1,0.43
2023-04-01,234,29,1,0.43
2023-04-01,234,32,2,0.85
2023-04-01,234,33,1,0.43
2023-04-01,234,34,2,0.85
2023-04-01,234,35,1,0.43
2023-04-01,234,36,1,0.43
2023-04-01,234,38,3,1.28
2023-04-01,234,40,1,0.43
2023-05-01,280,0,280,100.0
2023-05-01,280,1,4,1.43
2023-05-01,280,2,2,0.71
2023-05-01,280,3,2,0.71
2023-05-01,280,4,2,0.71
2023-05-01,280,5,1,0.36
2023-05-01,280,6,2,0.71
2023-05-01,280,7,4,1.43
2023-05-01,280,8,3,1.07
2023-05-01,280,9,1,0.36
2023-05-01,280,10,1,0.36
2023-05-01,280,11,1,0.36
2023-05-01,280,12,1,0.36
2023-05-01,280,13,1,0.36
2023-05-01,280,14,1,0.36
2023-05-01,280,15,4,1.43
2023-05-01,280,17,2,0.71
2023-05-01,280,20,1,0.36
2023-05-01,280,21,1,0.36
2023-05-01,280,22,1,0.36
2023-05-01,280,23,2,0.71
2023-05-01,280,24,2,0.71
2023-05-01,280,25,2,0.71
2023-05-01,280,26,2,0.71
2023-05-01,280,28,2,0.71
2023-05-01,280,29,2,0.71
2023-05-01,280,32,2,0.71
2023-05-01,280,34,1,0.36
2023-05-01,280,35,1,0.36
2023-05-01,280,38,2,0.71
2023-05-01,280,39,1,0.36
2023-06-01,245,0,245,100.0
2023-06-01,245,1,7,2.86
2023-06-01,245,3,1,0.41
2023-06-01,245,5,1,0.41
2023-06-01,245,6,1,0.41
2023-06-01,245,7,1,0.41
2023-06-01,245,8,1,0.41
2023-06-01,245,10,3,1.22
2023-06-01,245,11,2,0.82
2023-06-01,245,12,1,0.41
2023-06-01,245,13,1,0.41
2023-06-01,245,14,3,1.22
2023-06-01,245,16,1,0.41
2023-06-01,245,20,1,0.41
2023-06-01,245,21,3,1.22
2023-06-01,245,22,5,2.04
2023-06-01,245,24,1,0.41
2023-06-01,245,26,1,0.41
2023-06-01,245,27,1,0.41
2023-06-01,245,29,1,0.41
2023-06-01,245,30,1,0.41
2023-06-01,245,35,2,0.82
2023-06-01,245,36,1,0.41
2023-06-01,245,38,1,0.41
2023-07-01,268,0,268,100.0
2023-07-01,268,1,8,2.99
2023-07-01,268,4,1,0.37
2023-07-01,268,6,1,0.37
2023-07-01,268,8,2,0.75
2023-07-01,268,10,1,0.37
2023-07-01,268,12,3,1.12
2023-07-01,268,15,1,0.37
2023-07-01,268,16,3,1.12
2023-07-01,268,17,2,0.75
2023-07-01,268,18,2,0.75
2023-07-01,268,19,1,0.37
2023-07-01,268,20,3,1.12
2023-07-01,268,21,2,0.75
2023-07-01,268,22,1,0.37
2023-07-01,268,23,1,0.37
2023-07-01,268,24,2,0.75
2023-07-01,268,27,3,1.12
2023-07-01,268,29,1,0.37
2023-07-01,268,30,2,0.75
2023-07-01,268,33,1,0.37
2023-07-01,268,34,1,0.37
2023-07-01,268,35,1,0.37
2023-07-01,268,36,3,1.12
2023-07-01,268,37,1,0.37
2023-08-01,278,0,278,100.0
2023-08-01,278,1,4,1.44
2023-08-01,278,3,2,0.72
2023-08-01,278,5,2,0.72
2023-08-01,278,6,2,0.72
2023-08-01,278,8,2,0.72
2023-08-01,278,10,2,0.72
2023-08-01,278,12,2,0.72
2023-08-01,278,15,2,0.72
2023-08-01,278,16,2,0.72
2023-08-01,278,17,3,1.08
2023-08-01,278,18,1,0.36
2023-08-01,278,20,2,0.72
2023-08-01,278,22,2,0.72
2023-08-01,278,26,1,0.36
2023-08-01,278,27,1,0.36
2023-08-01,278,28,2,0.72
2023-08-01,278,29,1,0.36
2023-08-01,278,30,2,0.72
2023-08-01,278,31,2,0.72
2023-08-01,278,32,2,0.72
2023-08-01,278,33,1,0.36
2023-08-01,278,34,1,0.36
2023-08-01,278,35,4,1.44
2023-09-01,286,0,286,100.0
2023-09-01,286,1,7,2.45
2023-09-01,286,2,2,0.7
2023-09-01,286,5,1,0.35
2023-09-01,286,6,2,0.7
2023-09-01,286,7,1,0.35
2023-09-01,286,8,1,0.35
2023-09-01,286,11,1,0.35
2023-09-01,286,12,1,0.35
2023-09-01,286,14,1,0.35
2023-09-01,286,15,1,0.35
2023-09-01,286,16,1,0.35
2023-09-01,286,18,1,0.35
2023-09-01,286,19,4,1.4
2023-09-01,286,20,2,0.7
2023-09-01,286,21,2,0.7
2023-09-01,286,22,1,0.35
2023-09-01,286,23,4,1.4
2023-09-01,286,24,2,0.7
2023-09-01,286,25,1,0.35
2023-09-01,286,26,2,0.7
2023-09-01,286,27,2,0.7
2023-09-01,286,28,3,1.05
2023-09-01,286,29,1,0.35
2023-09-01,286,30,1,0.35
2023-09-01,286,31,1,0.35
2023-09-01,286,33,1,0.35
2023-09-01,286,34,2,0.7
2023-09-01,286,35,2,0.7
2023-10-01,298,0,298,100.0
2023-10-01,298,1,10,3.36
2023-10-01,298,2,1,0.34
2023-10-01,298,3,1,0.34
2023-10-01,298,4,2,0.67
2023-10-01,298,5,5,1.68
2023-10-01,298,7,1,0.34
2023-10-01,298,9,2,0.67
2023-10-01,298,10,3,1.01
2023-10-01,298,11,2,0.67
2023-10-01,298,12,2,0.67
2023-10-01,298,13,1,0.34
2023-10-01,298,14,1,0.34
2023-10-01,298,15,3,1.01
2023-10-01,298,16,2,0.67
2023-10-01,298,17,1,0.34
2023-10-01,298,18,1,0.34
2023-10-01,298,20,2,0.67
2023-10-01,298,21,1,0.34
2023-10-01,298,22,3,1.01
2023-10-01,298,23,2,0.67
2023-10-01,298,24,3,1.01
2023-10-01,298,25,1,0.34
2023-10-01,298,26,3,1.01
2023-10-01,298,27,2,0.67
2023-10-01,298,28,1,0.34
2023-10-01,298,29,1,0.34
2023-10-01,298,31,1,0.34
2023-10-01,298,32,2,0.67
2023-10-01,298,33,3,1.01
2023-10-01,298,34,2,0.67
2023-11-01,328,0,328,100.0
2023-11-01,328,1,4,1.22
2023-11-01,328,2,3,0.91
2023-11-01,328,3,4,1.22
2023-11-01,328,5,1,0.3
2023-11-01,328,7,2,0.61
2023-11-01,328,9,3,0.91
2023-11-01,328,11,1,0.3
2023-11-01,328,12,1,0.3
2023-11-01,328,13,1,0.3
2023-11-01,328,14,2,0.61
2023-11-01,328,15,5,1.52
2023-11-01,328,16,1,0.3
2023-11-01,328,17,3,0.91
2023-11-01,328,19,2,0.61
2023-11-01,328,20,1,0.3
2023-11-01,328,21,1,0.3
2023-11-01,328,22,2,0.61
2023-11-01,328,23,3,0.91
2023-11-01,328,25,1,0.3
2023-11-01,328,26,1,0.3
2023-11-01,328,27,3,0.91
2023-11-01,328,28,2,0.61
2023-11-01,328,29,3,0.91
2023-11-01,328,30,2,0.61
2023-11-01,328,31,2,0.61
2023-11-01,328,33,1,0.3
2023-12-01,279,0,279,100.0
2023-12-01,279,1,10,3.58
2023-12-01,279,2,1,0.36
2023-12-01,279,5,2,0.72
2023-12-01,279,6,2,0.72
2023-12-01,279,7,1,0.36
2023-12-01,279,8,1,0.36
2023-12-01,279,9,2,0.72
2023-12-01,279,10,2,0.72
2023-12-01,279,11,3,1.08
2023-12-01,279,13,1,0.36
2023-12-01,279,14,2,0.72
2023-12-01,279,16,1,0.36
2023-12-01,279,18,1,0.36
2023-12-01,279,19,1,0.36
2023-12-01,279,21,2,0.72
2023-12-01,279,24,1,0.36
2023-12-01,279,25,3,1.08
2023-12-01,279,26,3,1.08
2023-12-01,279,27,3,1.08
2023-12-01,279,28,3,1.08
2023-12-01,279,30,1,0.36
2023-12-01,279,31,2,0.72
2024-01-01,342,0,342,100.0
2024-01-01,342,1,8,2.34
2024-01-01,342,2,1,0.29
2024-01-01,342,3,2,0.58
2024-01-01,342,4,2,0.58
2024-01-01,342,5,4,1.17
2024-01-01,342,6,3,0.88
2024-01-01,342,7,1,0.29
2024-01-01,342,8,1,0.29
2024-01-01,342,9,3,0.88
2024-01-01,342,10,1,0.29
2024-01-01,342,11,2,0.58
2024-01-01,342,12,2,0.58
2024-01-01,342,13,4,1.17
2024-01-01,342,15,1,0.29
2024-01-01,342,16,4,1.17
2024-01-01,342,17,1,0.29
2024-01-01,342,18,2,0.58
2024-01-01,342,20,1,0.29
2024-01-01,342,21,2,0.58
2024-01-01,342,22,2,0.58
2024-01-01,342,23,3,0.88
2024-01-01,342,24,2,0.58
2024-01-01,342,25,1,0.29
2024-01-01,342,26,2,0.58
2024-01-01,342,30,2,0.58
2024-01-01,342,31,1,0.29
2024-02-01,303,0,303,100.0
2024-02-01,303,1,3,0.99
2024-02-01,303,3,2,0.66
2024-02-01,303,4,3,0.99
2024-02-01,303,6,3,0.99
2024-02-01,303,8,1,0.33
2024-02-01,303,9,2,0.66
2024-02-01,303,10,2,0.66
2024-02-01,303,11,1,0.33
2024-02-01,303,12,2,0.66
2024-02-01,303,13,2,0.66
2024-02-01,303,14,2,0.66
2024-02-01,303,16,1,0.33
2024-02-01,303,17,2,0.66
2024-02-01,303,19,1,0.33
2024-02-01,303,20,3,0.99
2024-02-01,303,21,1,0.33
2024-02-01,303,22,1,0.33
2024-02-01,303,23,2,0.66
2024-02-01,303,26,2,0.66
2024-02-01,303,28,1,0.33
2024-02-01,303,29,2,0.66
2024-02-01,303,30,3,0.99
2024-03-01,332,0,332,100.0
2024-03-01,332,1,8,2.41
2024-03-01,332,3,3,0.9
2024-03-01,332,5,3,0.9
2024-03-01,332,6,2,0.6
2024-03-01,332,7,1,0.3
2024-03-01,332,9,3,0.9
2024-03-01,332,11,4,1.2
2024-03-01,332,12,1,0.3
2024-03-01,332,14,3,0.9
2024-03-01,332,15,3,0.9
2024-03-01,332,16,3,0.9
2024-03-01,332,17,2,0.6
2024-03-01,332,18,3,0.9
2024-03-01,332,19,1,0.3
2024-03-01,332,20,1,0.3
2024-03-01,332,21,1,0.3
2024-03-01,332,22,4,1.2
2024-03-01,332,23,2,0.6
2024-03-01,332,24,1,0.3
2024-03-01,332,25,1,0.3
2024-03-01,332,26,2,0.6
2024-03-01,332,27,5,1.51
2024-03-01,332,29,2,0.6
2024-04-01,323,0,323,100.0
2024-04-01,323,1,5,1.55
2024-04-01,323,2,4,1.24
2024-04-01,323,3,1,0.31
2024-04-01,323,4,2,0.62
2024-04-01,323,5,1,0.31
2024-04-01,323,6,3,0.93
2024-04-01,323,7,3,0.93
2024-04-01,323,9,1,0.31
2024-04-01,323,10,2,0.62
2024-04-01,323,11,1,0.31
2024-04-01,323,12,2,0.62
2024-04-01,323,13,2,0.62
2024-04-01,323,14,1,0.31
2024-04-01,323,15,4,1.24
2024-04-01,323,16,2,0.62
2024-04-01,323,17,1,0.31
2024-04-01,323,18,1,0.31
2024-04-01,323,19,4,1.24
2024-04-01,323,21,1,0.31
2024-04-01,323,23,2,0.62
2024-04-01,323,24,1,0.31
2024-04-01,323,25,1,0.31
2024-04-01,323,26,2,0.62
2024-04-01,323,27,2,0.62
2024-04-01,323,28,5,1.55
2024-05-01,389,0,389,100.0
2024-05-01,389,1,15,3.86
2024-05-01,389,2,3,0.77
2024-05-01,389,3,6,1.54
2024-05-01,389,4,2,0.51
2024-05-01,389,5,2,0.51
2024-05-01,389,6,2,0.51
2024-05-01,389,9,2,0.51
2024-05-01,389,10,2,0.51
2024-05-01,389,11,1,0.26
2024-05-01,389,12,1,0.26
2024-05-01,389,14,4,1.03
2024-05-01,389,15,3,0.77
2024-05-01,389,16,1,0.26
2024-05-01,389,17,1,0.26
2024-05-01,389,18,2,0.51
2024-05-01,389,20,2,0.51
2024-05-01,389,21,2,0.51
2024-05-01,389,23,5,1.29
2024-05-01,389,24,3,0.77
2024-05-01,389,26,4,1.03
2024-05-01,389,27,4,1.03
2024-06-01,354,0,354,100.0
2024-06-01,354,1,9,2.54
2024-06-01,354,2,1,0.28
2024-06-01,354,4,1,0.28
2024-06-01,354,5,2,0.56
2024-06-01,354,6,2,0.56
2024-06-01,354,7,3,0.85
2024-06-01,354,8,1,0.28
2024-06-01,354,9,1,0.28
2024-06-01,354,10,2,0.56
2024-06-01,354,11,3,0.85
2024-06-01,354,13,3,0.85
2024-06-01,354,14,2,0.56
2024-06-01,354,15,1,0.28
2024-06-01,354,16,3,0.85
2024-06-01,354,17,1,0.28
2024-06-01,354,18,1,0.28
2024-06-01,354,19,2,0.56
2024-06-01,354,20,3,0.85
2024-06-01,354,21,4,1.13
2024-06-01,354,23,3,0.85
2024-06-01,354,24,3,0.85
2024-06-01,354,25,1,0.28
2024-06-01,354,26,1,0.28
2024-07-01,422,0,422,100.0
2024-07-01,422,1,8,1.9
2024-07-01,422,3,8,1.9
2024-07-01,422,4,2,0.47
2024-07-01,422,5,1,0.24
2024-07-01,422,6,3,0.71
2024-07-01,422,7,1,0.24
2024-07-01,422,8,5,1.18
2024-07-01,422,9,4,0.95
2024-07-01,422,10,4,0.95
2024-07-01,422,11,3,0.71
2024-07-01,422,12,2,0.47
2024-07-01,422,13,3,0.71
2024-07-01,422,14,2,0.47
2024-07-01,422,15,3,0.71
2024-07-01,422,16,1,0.24
2024-07-01,422,17,4,0.95
2024-07-01,422,18,3,0.71
2024-07-01,422,19,2,0.47
2024-07-01,422,20,1,0.24
2024-07-01,422,21,3,0.71
2024-07-01,422,22,1,0.24
2024-07-01,422,23,1,0.24
2024-07-01,422,24,1,0.24
2024-07-01,422,25,5,1.18
2024-08-01,395,0,395,100.0
2024-08-01,395,1,13,3.29
2024-08-01,395,2,2,0.51
2024-08-01,395,3,2,0.51
2024-08-01,395,4,3,0.76
2024-08-01,395,5,6,1.52
2024-08-01,395,6,3,0.76
2024-08-01,395,7,4,1.01
2024-08-01,395,8,1,0.25
2024-08-01,395,9,2,0.51
2024-08-01,395,10,1,0.25
2024-08-01,395,11,4,1.01
2024-08-01,395,12,4,1.01
2024-08-01,395,13,1,0.25
2024-08-01,395,14,3,0.76
2024-08-01,395,15,5,1.27
2024-08-01,395,17,5,1.27
2024-08-01,395,18,2,0.51
2024-08-01,395,19,1,0.25
2024-08-01,395,20,2,0.51
2024-08-01,395,21,2,0.51
2024-08-01,395,22,2,0.51
2024-08-01,395,23,3,0.76
2024-08-01,395,24,1,0.25
2024-09-01,391,0,391,100.0
2024-09-01,391,1,10,2.56
2024-09-01,391,2,2,0.51
2024-09-01,391,3,1,0.26
2024-09-01,391,4,1,0.26
2024-09-01,391,5,1,0.26
2024-09-01,391,6,2,0.51
2024-09-01,391,7,1,0.26
2024-09-01,391,8,6,1.53
2024-09-01,391,9,4,1.02
2024-09-01,391,10,4,1.02
2024-09-01,391,11,2,0.51
2024-09-01,391,12,2,0.51
2024-09-01,391,13,2,0.51
2024-09-01,391,14,1,0.26
2024-09-01,391,15,1,0.26
2024-09-01,391,16,2,0.51
2024-09-01,391,18,2,0.51
2024-09-01,391,19,3,0.77
2024-09-01,391,20,2,0.51
2024-09-01,391,22,2,0.51
2024-09-01,391,23,3,0.77
2024-10-01,416,0,416,100.0
2024-10-01,416,1,9,2.16
2024-10-01,416,2,4,0.96
2024-10-01,416,3,7,1.68
2024-10-01,416,4,4,0.96
2024-10-01,416,5,1,0.24
2024-10-01,416,6,4,0.96
2024-10-01,416,7,2,0.48
2024-10-01,416,8,2,0.48
2024-10-01,416,9,4,0.96
2024-10-01,416,10,6,1.44
2024-10-01,416,11,5,1.2
2024-10-01,416,12,4,0.96
2024-10-01,416,13,2,0.48
2024-10-01,416,14,1,0.24
2024-10-01,416,15,3,0.72
2024-10-01,416,16,4,0.96
2024-10-01,416,17,3,0.72
2024-10-01,416,18,2,0.48
2024-10-01,416,19,2,0.48
2024-10-01,416,20,3,0.72
2024-10-01,416,21,2,0.48
2024-10-01,416,22,3,0.72
2024-11-01,436,0,436,100.0
2024-11-01,436,1,8,1.83
2024-11-01,436,2,5,1.15
2024-11-01,436,3,3,0.69
2024-11-01,436,4,3,0.69
2024-11-01,436,6,2,0.46
2024-11-01,436,7,2,0.46
2024-11-01,436,8,3,0.69
2024-11-01,436,10,1,0.23
2024-11-01,436,11,6,1.38
2024-11-01,436,12,2,0.46
2024-11-01,436,13,3,0.69
2024-11-01,436,14,3,0.69
2024-11-01,436,15,2,0.46
2024-11-01,436,16,4,0.92
2024-11-01,436,17,4,0.92
2024-11-01,436,18,1,0.23
2024-11-01,436,19,2,0.46
2024-11-01,436,20,4,0.92
2024-11-01,436,21,3,0.69
2024-12-01,454,0,454,100.0
2024-12-01,454,1,14,3.08
2024-12-01,454,2,1,0.22
2024-12-01,454,3,2,0.44
2024-12-01,454,4,4,0.88
2024-12-01,454,5,4,0.88
2024-12-01,454,6,4,0.88
2024-12-01,454,7,7,1.54
2024-12-01,454,8,2,0.44
2024-12-01,454,9,3,0.66
2024-12-01,454,10,4,0.88
2024-12-01,454,11,3,0.66
2024-12-01,454,12,3,0.66
2024-12-01,454,13,8,1.76
2024-12-01,454,14,5,1.1
2024-12-01,454,15,4,0.88
2024-12-01,454,16,1,0.22
2024-12-01,454,18,3,0.66
2024-12-01,454,20,1,0.22
2025-01-01,430,0,430,100.0
2025-01-01,430,1,12,2.79
2025-01-01,430,2,2,0.47
2025-01-01,430,3,4,0.93
2025-01-01,430,4,1,0.23
2025-01-01,430,5,3,0.7
2025-01-01,430,6,3,0.7
2025-01-01,430,7,1,0.23
2025-01-01,430,8,1,0.23
2025-01-01,430,9,5,1.16
2025-01-01,430,10,3,0.7
2025-01-01,430,11,2,0.47
2025-01-01,430,12,5,1.16
2025-01-01,430,13,2,0.47
2025-01-01,430,14,3,0.7
2025-01-01,430,15,1,0.23
2025-01-01,430,16,2,0.47
2025-01-01,430,17,2,0.47
2025-01-01,430,18,2,0.47
2025-01-01,430,19,2,0.47
2025-02-01,430,0,430,100.0
2025-02-01,430,1,6,1.4
2025-02-01,430,2,4,0.93
2025-02-01,430,3,5,1.16
2025-02-01,430,4,4,0.93
2025-02-01,430,5,1,0.23
2025-02-01,430,6,5,1.16
2025-02-01,430,7,2,0.47
2025-02-01,430,8,5,1.16
2025-02-01,430,9,1,0.23
2025-02-01,430,10,5,1.16
2025-02-01,430,11,6,1.4
2025-02-01,430,12,3,0.7
2025-02-01,430,13,4,0.93
2025-02-01,430,14,2,0.47
2025-02-01,430,15,1,0.23
2025-02-01,430,16,6,1.4
2025-02-01,430,17,2,0.47
2025-02-01,430,18,2,0.47
2025-03-01,446,0,446,100.0
2025-03-01,446,1,14,3.14
2025-03-01,446,2,2,0.45
2025-03-01,446,3,4,0.9
2025-03-01,446,4,6,1.35
2025-03-01,446,5,7,1.57
2025-03-01,446,6,1,0.22
2025-03-01,446,7,3,0.67
2025-03-01,446,8,1,0.22
2025-03-01,446,9,4,0.9
2025-03-01,446,10,6,1.35
2025-03-01,446,11,3,0.67
2025-03-01,446,12,4,0.9
2025-03-01,446,13,5,1.12
2025-03-01,446,14,4,0.9
2025-03-01,446,15,1,0.22
2025-03-01,446,16,3,0.67
2025-03-01,446,17,1,0.22
2025-04-01,504,0,504,100.0
2025-04-01,504,1,11,2.18
2025-04-01,504,2,5,0.99
2025-04-01,504,3,3,0.6
2025-04-01,504,4,2,0.4
2025-04-01,504,5,6,1.19
2025-04-01,504,6,4,0.79
2025-04-01,504,7,5,0.99
2025-04-01,504,8,4,0.79
2025-04-01,504,9,6,1.19
2025-04-01,504,10,2,0.4
2025-04-01,504,11,8,1.59
2025-04-01,504,12,5,0.99
2025-04-01,504,13,3,0.6
2025-04-01,504,14,6,1.19
2025-04-01,504,15,2,0.4
2025-04-01,504,16,4,0.79
2025-05-01,572,0,572,100.0
2025-05-01,572,1,19,3.32
2025-05-01,572,2,6,1.05
2025-05-01,572,3,2,0.35
2025-05-01,572,4,8,1.4
2025-05-01,572,5,7,1.22
2025-05-01,572,6,2,0.35
2025-05-01,572,7,1,0.17
2025-05-01,572,8,8,1.4
2025-05-01,572,9,3,0.52
2025-05-01,572,10,2,0.35
2025-05-01,572,11,5,0.87
2025-05-01,572,12,2,0.35
2025-05-01,572,13,5,0.87
2025-05-01,572,14,6,1.05
2025-05-01,572,15,4,0.7
2025-06-01,469,0,469,100.0
2025-06-01,469,1,14,2.99
2025-06-01,469,2,4,0.85
2025-06-01,469,3,4,0.85
2025-06-01,469,4,1,0.21
2025-06-01,469,5,1,0.21
2025-06-01,469,6,4,0.85
2025-06-01,469,7,2,0.43
2025-06-01,469,8,3,0.64
2025-06-01,469,9,4,0.85
2025-06-01,469,10,4,0.85
2025-06-01,469,11,8,1.71
2025-06-01,469,12,7,1.49
2025-06-01,469,13,4,0.85
2025-06-01,469,14,4,0.85
2025-07-01,521,0,521,100.0
2025-07-01,521,1,24,4.61
2025-07-01,521,2,9,1.73
2025-07-01,521,3,6,1.15
2025-07-01,521,4,3,0.58
2025-07-01,521,5,4,0.77
2025-07-01,521,6,6,1.15
2025-07-01,521,7,4,0.77
2025-07-01,521,8,6,1.15
2025-07-01,521,9,5,0.96
2025-07-01,521,10,6,1.15
2025-07-01,521,11,2,0.38
2025-07-01,521,12,5,0.96
2025-07-01,521,13,3,0.58
2025-08-01,537,0,537,100.0
2025-08-01,537,1,14,2.61
2025-08-01,537,2,6,1.12
2025-08-01,537,3,5,0.93
2025-08-01,537,4,3,0.56
2025-08-01,537,5,4,0.74
2025-08-01,537,6,6,1.12
2025-08-01,537,7,4,0.74
2025-08-01,537,8,4,0.74
2025-08-01,537,9,3,0.56
2025-08-01,537,10,7,1.3
2025-08-01,537,11,5,0.93
2025-08-01,537,12,5,0.93
2025-09-01,566,0,566,100.0
2025-09-01,566,1,15,2.65
2025-09-01,566,2,3,0.53
2025-09-01,566,3,5,0.88
2025-09-01,566,4,6,1.06
2025-09-01,566,5,3,0.53
2025-09-01,566,6,4,0.71
2025-09-01,566,7,3,0.53
2025-09-01,566,8,6,1.06
2025-09-01,566,9,5,0.88
2025-09-01,566,10,6,1.06
2025-09-01,566,11,7,1.24
2025-10-01,613,0,613,100.0
2025-10-01,613,1,18,2.94
2025-10-01,613,2,6,0.98
2025-10-01,613,3,10,1.63
2025-10-01,613,4,10,1.63
2025-10-01,613,5,12,1.96
2025-10-01,613,6,7,1.14
2025-10-01,613,7,8,1.31
2025-10-01,613,8,7,1.14
2025-10-01,613,9,6,0.98
2025-10-01,613,10,3,0.49
2025-11-01,633,0,633,100.0
2025-11-01,633,1,23,3.63
2025-11-01,633,2,4,0.63
